date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,medianTxValue(USD),medianFee,averageDifficulty,paymentCount,blockSize,blockCount
6/12/2017,9513491872,292941,31525300224,341.16,2882650112,28100.625,512.809391,144433,211.3499266,0.000507381,6.76E+14,195936,49494648,5237
6/13/2017,8879699074,280054,36574498816,395.69,1717379968,28276.09375,294.6420993,140873,137.4287948,0.000471636,6.95E+14,194229,46430202,5272
6/14/2017,5673453696,250410,36761600000,397.59,1272579968,28268.75,254.7583744,125710,124.2957087,0.000447038,7.13E+14,171944,42038785,5293
6/15/2017,7695523285,261617,33158199296,358.51,2463450112,28198.75,279.6205924,128892,150.787708,0.000468737,7.28E+14,177349,43457704,5305
6/16/2017,6774705233,248003,33415800832,361.18,1096280064,28370.9375,257.5084865,116218,84.4814171,0.000441,7.37E+14,158967,42871543,5336
6/17/2017,3966396495,242022,34231300096,369.88,904652992,28299.0625,238.6603641,114517,84.86160015,0.000441,7.62E+14,155180,42007824,5279
6/18/2017,3803556774,245957,35133800448,379.52,904702976,28587.5,251.8968996,117715,76.89083449,0.000441,7.70E+14,161847,42408123,5347
6/19/2017,4328047629,286209,34435698688,371.86,685171968,28632.96875,283.0211057,135921,78.09043925,0.000441,7.75E+14,181793,47773213,5334
6/20/2017,5571416324,308488,34304000000,370.33,1020390016,26705.625,720.031463,151615,370.1635063,0.000561653,8.47E+14,205276,45985862,4967
6/21/2017,2230562942,221289,33310500864,359.54,1420130048,26154.53125,913.3882188,127584,361.7457312,0.00126,8.74E+14,122133,30341647,4898
6/22/2017,3123782440,284225,31302619136,337.73,925766976,26533.28125,684.9430456,149840,125.2782045,0.00105,8.72E+14,185242,42970292,4944
6/23/2017,3587175047,276012,31195850752,336.48,593206976,26102.5,469.9294504,141003,100.636815,0.00105,8.82E+14,191168,44611096,4890
6/24/2017,3980981514,250570,31681343488,341.63,673585024,26495,640.1856046,129924,105.9053,0.00105,8.89E+14,155969,44128984,4939
6/25/2017,1490702252,231135,30005925888,323.47,1186880000,26383.125,411.7214897,118838,66.87578179,0.00084,9.05E+14,137205,44232079,4926
6/26/2017,3390108165,316788,28111192064,302.95,2081810048,26699.0625,875.3109763,161654,154.3436281,0.000782932,9.24E+14,220195,47386703,4965
6/27/2017,3426817468,252995,25309749248,272.69,1973869952,26582.34375,332.032513,131370,61.0755955,0.000777,9.30E+14,161464,39561292,5001
6/28/2017,3231405198,274241,27206987776,293.04,2056550016,26639.53125,773.2360915,134120,47.81622559,0.000975414,9.50E+14,158630,49635587,4961
6/29/2017,3827024931,263791,30495309824,328.37,1508579968,27012.03125,466.2823938,128478,58.79730202,0.000736738,9.63E+14,159499,47557845,5027
6/30/2017,3176407167,252652,28161871872,303.15,1011800000,26856.25,352.3445023,125917,60.74212107,0.00045936,9.72E+14,153269,44317423,5036
7/1/2017,2995174908,240465,27259449344,293.35,1089200000,26680,315.7446432,118459,58.50834362,0.00045932,9.93E+14,140810,40601554,5009
7/2/2017,2094322786,248617,25572796416,275.12,1123330048,26715.46875,317.4682438,116551,35.02165874,0.000443542,1.00E+15,143579,42803898,5034
7/3/2017,7321288905,302032,26815934464,288.41,851408000,27131.25,425.9203162,139815,33.3738454,0.000520217,1.01E+15,167250,51240590,5052
7/4/2017,5820713903,281465,26244990976,282.19,687691008,27365.78125,377.0470052,137399,35.32282537,0.000441,1.03E+15,156867,51449445,5078
7/5/2017,2086591989,271606,25406922752,273.1,790256000,26760.3125,409.0909709,126130,32.772,0.000441,1.02E+15,156227,50319629,4985
7/6/2017,2348118444,258791,25019516928,268.86,623080000,26926.5625,304.7714335,123860,35.01718226,0.000441,1.04E+15,151360,44555730,5046
7/7/2017,2557834960,295389,25160841216,270.35,687251968,27287.96875,356.2938069,141543,29.85830141,0.000459668,1.04E+15,182196,49359741,5084
7/8/2017,1943388316,248142,22890702848,245.89,754958016,27063.28125,360.2742075,114781,28.79259851,0.000462,1.06E+15,144882,45193658,5087
7/9/2017,948628891.6,225189,23454654464,251.82,505118016,26943.90625,256.1128165,106757,26.77786896,0.000471952,1.07E+15,131487,35557885,5094
7/10/2017,2798327851,302633,22640531456,243.01,937219008,24433.59375,261.5986725,136601,26.58219319,0.00042,1.20E+15,184636,48632471,4594
7/11/2017,2980614706,291677,19712309248,211.52,1440950016,23968.125,287.2903194,137155,42.45277214,0.000446022,1.21E+15,172369,47388616,4520
7/12/2017,2735556478,283828,18377590784,197.15,1241190016,23934.21875,330.3342288,132086,25.62042445,0.000446678,1.19E+15,163706,48403498,4509
7/13/2017,5304686614,260745,21613936640,231.81,828489024,23775.3125,327.4218799,117890,23.41649621,0.000441,1.21E+15,143913,48168597,4512
7/14/2017,5368461350,249381,19541268480,209.53,749382016,23771.25,275.8806088,116171,26.76705045,0.00042,1.18E+15,146501,45199290,4502
7/15/2017,5025524457,231961,18630193152,199.71,810451968,24148.59375,288.0406269,107888,39.76502171,0.000462,1.21E+15,136491,40264684,4603
7/16/2017,4569387582,249138,15823085568,169.57,1516889984,24009.6875,276.7313205,114300,27.80977915,0.000441,1.24E+15,148763,42202748,4575
7/17/2017,3791199507,248473,14932733952,159.99,1669500032,23518.28125,281.5090484,116017,26.45933979,0.000441,1.20E+15,148824,43761400,4459
7/18/2017,5374199653,271055,18207434752,195.03,2709260032,23954.0625,423.6779429,124912,30.7736148,0.000473101,1.21E+15,159970,51364024,4551
7/19/2017,5868629191,270122,21939337216,234.94,2328790016,24483.59375,324.8387505,128267,30.42769369,0.000441,1.23E+15,161719,47678315,4637
7/20/2017,4397296489,250065,19187824640,205.42,2224999936,24492.8125,256.13319,123585,25.66270974,0.000430664,1.27E+15,158267,43401483,4632
7/21/2017,4864175619,232560,21121122304,226.06,1006129984,23842.1875,309.6415566,116588,26.38126706,0.00045932,1.30E+15,146635,39347024,4543
7/22/2017,1083530548,205574,20360077312,217.86,618259968,24307.34375,224.8256033,100051,23.77970992,0.000441,1.28E+15,122995,37152575,4649
7/23/2017,1676926849,260490,21418291200,229.12,649614976,24483.28125,288.4939977,134918,23.64988495,0.00044807,1.32E+15,159634,43256183,4660
7/24/2017,4889377601,263095,21158543360,226.29,431691008,24058.90625,309.4402751,118577,23.76498542,0.000449071,1.30E+15,144558,48384541,4582
7/25/2017,5287314541,242956,20985184256,224.37,1095760000,24692.65625,355.4861377,115042,35.10679294,0.000471068,1.33E+15,143214,45762865,4686
7/26/2017,3991638673,223010,19373395968,207.09,717692032,24511.875,294.3839206,107110,29.01046775,0.000470747,1.33E+15,132194,39074534,4650
7/27/2017,4406177791,225435,19169816576,204.86,393283008,24355.78125,263.9442453,113993,32.57919469,0.000457319,1.32E+15,137274,38674358,4634
7/28/2017,5145041595,246494,19125102592,204.32,562571008,24685.15625,281.9822899,116826,25.25652356,0.000441,1.33E+15,146845,43020213,4647
7/29/2017,4356716669,198773,18101762048,193.34,824355008,24492.5,204.1749346,96857,35.16033943,0.000428568,1.33E+15,123315,34899966,4683
7/30/2017,3006434955,206624,19360923648,206.74,596233984,24717.65625,208.0367153,108454,23.38130205,0.00044268,1.36E+15,127418,35847643,4704
7/31/2017,1806666149,250090,18492033024,197.4,569414016,24058.59375,231.2010839,135083,29.54213017,0.000446843,1.43E+15,151281,42133486,4535
8/1/2017,2105311287,218582,19179139072,204.69,1585330048,21416.71875,263.5994019,106334,41.09369386,0.000518075,1.61E+15,130045,38840512,4087
8/2/2017,2149857745,231068,21275228160,227.01,632606016,21139.0625,236.9954219,111099,44.26695,0.000461838,1.61E+15,136019,38119019,4044
8/3/2017,1795101179,236335,20640077824,220.18,557217024,20963.28125,236.5028087,109746,29.6561675,0.000450062,1.56E+15,135103,38155986,3976
8/4/2017,1850770184,257160,21125576704,225.31,539782976,21304.375,220.0283579,121419,24.59585124,0.00042,1.59E+15,149669,42448675,4040
8/5/2017,2121749453,261400,20899981312,222.85,1332999936,21191.5625,236.0767088,119714,29.45961895,0.000441,1.59E+15,153904,42061689,4034
8/6/2017,2346613952,265127,24053475328,256.42,1482979968,21265.625,244.9784373,118505,26.53302256,0.000441,1.60E+15,151211,42185257,4032
8/7/2017,2684480157,281172,24510986240,261.24,935726976,21621.5625,323.3490865,129097,35.54260394,0.000441,1.62E+15,161114,48583391,4094
8/8/2017,3110925867,318866,25254578176,269.1,1502409984,21635.3125,339.0838202,148407,30.30169485,0.000441,1.64E+15,187586,54348010,4093
8/9/2017,3450846294,280308,27938674688,297.63,2638579968,21725,268.527475,134628,55.4488798,0.000463551,1.66E+15,172728,46775327,4113
8/10/2017,7043136595,338241,27882172416,296.96,1076819968,21468.125,313.1476575,154837,32.47619608,0.000441,1.65E+15,198805,54716956,4029
8/11/2017,13882129339,356682,27657009152,294.49,953576000,21902.03125,354.1621044,155541,29.76702343,0.000474866,1.64E+15,198972,59232094,4105
8/12/2017,8659448259,338654,28998699008,308.71,1111650048,21917.1875,344.9860955,148744,30.14116164,0.000471315,1.69E+15,187201,56107722,4113
8/13/2017,9600192661,333011,29161054208,310.37,1369369984,22038.4375,304.6405826,143486,32.74717594,0.000464898,1.69E+15,189540,53649763,4129
8/14/2017,7393870553,410061,28008683520,298.03,864390976,22038.125,345.515738,181584,18.89745048,0.000441,1.73E+15,239970,64702937,4133
8/15/2017,5985205366,413246,28195801088,299.95,1051800000,22220.625,383.7452491,179960,48.28220984,0.000482286,1.73E+15,245474,67776061,4132
8/16/2017,4660246129,413624,27249725440,289.82,967643008,22569.53125,1168.463266,178463,42.58822127,0.0006237,1.71E+15,240569,72322775,4166
8/17/2017,4785426270,428007,28477546496,302.8,909494016,22532.96875,690.5466421,183002,35.41285779,0.000525,1.74E+15,241903,71816900,4144
8/18/2017,4899789336,443356,28380174336,301.7,936160000,22310.46875,1018.695225,190976,60.07328438,0.000693,1.75E+15,261911,71698774,4136
8/19/2017,3637032520,377418,27867920384,296.18,860201984,22564.375,471.9183433,167549,17.78035748,0.000471713,1.80E+15,218779,68842534,4211
8/20/2017,3115452709,309926,27918127104,296.64,571947008,22132.5,293.1477911,142923,29.9779473,0.000464672,1.79E+15,176734,53299561,4156
8/21/2017,3916157504,392880,28285462528,300.48,2448969984,22745.78125,329.8688243,175650,35.36729508,0.000459774,1.79E+15,237951,64251638,4233
8/22/2017,3809875752,364727,30229891072,321.05,1336400000,22519.53125,325.3501223,161068,30.49975,0.00045932,1.80E+15,202806,59672486,4185
8/23/2017,4223261312,374711,29691918336,315.27,811990016,22613.125,315.8813612,173649,34.37603098,0.000441,1.84E+15,234196,60507739,4216
8/24/2017,3922525164,352465,29904596992,317.45,697665024,22528.59375,322.8598952,156854,33.16442103,0.000442071,1.83E+15,208924,57722863,4184
8/25/2017,3552288423,352621,30727895040,326.11,760329024,18823.90625,310.1367595,167142,34.28606728,0.0004586,2.15E+15,216220,56052549,3554
8/26/2017,1889471186,306268,31288260608,331.99,514180992,18562.65625,297.916683,135129,19.9194,0.000442071,2.20E+15,170989,51174617,3499
8/27/2017,6694363011,324173,31517530112,334.36,633369984,18638.59375,275.3354401,139078,16.57721772,0.000441,2.18E+15,183177,52515139,3514
8/28/2017,10043066239,363799,33002674176,350.04,854318976,18425.46875,323.1205493,162082,34.80371817,0.00044268,2.13E+15,210378,61190245,3446
8/29/2017,7536961678,394649,32813217792,347.96,1220029952,19080.15625,516.1706156,176429,35.31182286,0.0005082,2.20E+15,233012,65350659,3541
8/30/2017,13388321074,400220,34848423936,369.47,1333319936,18943.90625,433.3801113,186062,36.61259743,0.000529351,2.23E+15,232894,66479781,3531
8/31/2017,6509799327,384421,35701485568,378.44,706254016,18762.34375,737.5526008,188435,65.64735723,0.000756,2.22E+15,237597,60556856,3473
9/1/2017,6142367459,390997,36182855680,383.47,874222016,18833.125,515.416187,179659,38.347,0.00063,2.23E+15,230873,64913568,3521
9/2/2017,5528463385,331797,36601204736,387.82,1483600000,18848.125,613.6621159,153677,38.90235606,0.000600086,2.23E+15,193910,54297768,3541
9/3/2017,3861717763,302525,33059801088,350.23,986265984,18642.03125,296.6845437,139175,33.73579618,0.000480375,2.25E+15,176750,49087704,3539
9/4/2017,5961977203,442592,32773988352,347.13,1801689984,18921.09375,487.7674961,205102,36.06604719,0.000571642,2.24E+15,273063,69692676,3527
9/5/2017,4828914339,444572,28099983360,297.57,1551049984,19101.25,615.8090011,196848,29.84103875,0.00063,2.23E+15,261902,70127997,3559
9/6/2017,5243036069,496376,29639079936,313.8,1058830016,18888.28125,770.2774186,209381,15.71973464,0.000857047,2.23E+15,284793,79335208,3510
9/7/2017,3933736882,448347,31507544064,333.52,718624000,19128.90625,734.2395843,189292,15.37661692,0.000868218,2.25E+15,246369,74964337,3547
9/8/2017,4515073024,463670,31147151360,329.64,1098780032,19267.1875,758.749007,196027,10.62732989,0.001042025,2.35E+15,259840,75343180,3592
9/9/2017,6078557794,383654,27990509568,296.17,528620992,19039.53125,441.0351204,166725,5.811136762,0.000743136,2.32E+15,207777,61062245,3561
9/10/2017,5110928964,325128,27797227520,294.06,698326016,18988.75,413.2975693,150996,15.00225119,0.00063,2.29E+15,187046,52465083,3574
9/11/2017,4463541518,365384,27394424832,289.74,571307008,18846.09375,393.332823,173476,28.77861383,0.00047813,2.31E+15,215137,59529264,3551
9/12/2017,4630432868,404898,27861831680,294.63,753144000,19312.5,519.9774662,196918,29.48091127,0.000525,2.38E+15,245382,64986807,3603
9/13/2017,2996783987,365679,27535706112,291.12,921692032,18898.28125,463.0586576,171052,26.58465045,0.000472873,2.32E+15,213717,59875748,3536
9/14/2017,4322451224,380251,26166147072,276.59,1184589952,19289.6875,408.7683296,191003,27.66379229,0.000525,2.32E+15,243658,62219159,3599
9/15/2017,4075868528,441767,20364886016,215.22,1935699968,19536.40625,636.9715368,205482,33.1474053,0.00068904,2.37E+15,268318,69830597,3616
9/16/2017,2513054811,373764,23742570496,250.87,711737024,19337.96875,660.8595493,156651,24.87667798,0.000893528,2.35E+15,226350,60261419,3609
9/17/2017,3001031705,289517,23272527872,245.85,427452000,19219.53125,371.1830681,137378,12.39711668,0.00084,2.39E+15,174364,52089233,3630
9/18/2017,4785953237,362764,23881156608,252.23,1127750016,19067.5,403.163138,179198,13.96900312,0.000628152,2.35E+15,208657,62377123,3557
9/19/2017,4458741918,337752,27809294336,293.66,646908992,19372.96875,385.0734234,163242,29.366,0.000473754,2.38E+15,210388,60208793,3628
9/20/2017,2806344503,324984,26712387584,282.02,421404000,19178.28125,656.8346404,149303,28.49472618,0.000561565,2.38E+15,191096,57699493,3600
9/21/2017,2739446948,317074,26835992576,283.26,601265984,19340.15625,325.903199,143324,16.72988352,0.00046305,2.41E+15,187290,58700186,3645
9/22/2017,2234273351,271470,24458373120,258.11,430080992,15743.59375,306.1125194,121620,18.06790781,0.00046305,2.94E+15,162189,50933282,3001
9/23/2017,2056556254,260107,25077055488,264.6,450934016,15005.78125,315.5243386,121976,18.21470944,0.000442071,2.96E+15,153113,46001409,2884
9/24/2017,1946193557,280929,27129874432,286.21,571411008,15461.40625,440.0896943,124967,14.03554543,0.000529644,2.95E+15,170798,52835047,2938
9/25/2017,2522818753,306614,26755461120,282.22,483160992,14874.375,383.1482721,137728,15.00443373,0.000481061,2.91E+15,184248,55520528,2836
9/26/2017,2724837471,306075,27719983104,292.35,345800992,15206.875,385.7751789,131699,14.12616258,0.000525,2.89E+15,179116,53542782,2890
9/27/2017,2721590748,309047,27219355648,287.02,550243968,15411.09375,422.7103634,136267,14.54207331,0.000482763,2.92E+15,186841,54864211,2904
9/28/2017,3043354688,329208,29068738560,306.47,501894016,14997.96875,370.1604724,148275,15.19071399,0.000465782,2.90E+15,192529,58698829,2856
9/29/2017,2524781064,326502,28375930880,299.12,541374976,14852.5,330.886158,157274,10.45841871,0.00045932,2.80E+15,198766,60936115,2829
9/30/2017,1923011600,295798,27655217152,291.48,332439008,14931.40625,371.9574814,137390,9.646660145,0.000604765,2.77E+15,170198,62474759,2840
10/1/2017,1427534571,283871,28615151616,301.55,306184992,15132.65625,358.6133294,125038,15.0775,0.00052952,2.87E+15,156407,62337326,2862
10/2/2017,2246460447,306095,28708456448,302.48,339443008,15089.21875,356.9305788,141142,18.32043623,0.000510074,2.86E+15,181424,60088903,2842
10/3/2017,6862782012,327906,28238487552,297.48,321680000,15178.4375,381.2463957,141951,16.34316833,0.000530658,2.84E+15,181489,59866739,2862
10/4/2017,4461723124,307399,27794059264,292.75,257906000,15318.4375,385.3871522,130082,16.58916764,0.000543125,2.90E+15,169641,58858940,2886
10/5/2017,2822916745,314808,27800369152,292.77,253747008,15477.03125,418.9830779,135769,14.6385,0.000489606,2.97E+15,170071,59840706,2946
10/6/2017,2843906828,319882,28031059968,295.15,318664000,15024.0625,437.2553311,133417,14.46760308,0.000590633,2.91E+15,172989,61677616,2848
10/7/2017,2365195120,291091,29340370944,308.89,342204992,15015.15625,316.2763451,128029,15.77231887,0.000505917,2.86E+15,165610,55983260,2848
10/8/2017,2733133215,296829,29550901248,311.06,293167008,15199.53125,357.3478003,129177,15.75420353,0.000508547,2.92E+15,163437,55131849,2879
10/9/2017,3318279368,328172,29328332800,308.67,559467008,15208.75,379.8447617,135660,6.1734,0.000525,2.93E+15,199535,56691093,2882
10/10/2017,3369423239,349605,28281407488,297.6,359705984,15484.375,417.7934975,154708,15.08017171,0.000481887,2.91E+15,206352,62493211,2915
10/11/2017,3036058717,344305,28626298880,301.18,264146000,15499.84375,938.4151008,156336,9.9901406,0.000507064,3.00E+15,207917,58432218,2915
10/12/2017,3427447939,363411,28851191808,303.5,527556992,15391.5625,421.9570344,154568,7.3978125,0.00051429,2.91E+15,209222,61275804,2899
10/13/2017,4458233763,379136,28911118336,304.08,1304359936,15433.4375,474.9040483,171227,29.86798053,0.000555746,3.03E+15,226443,63154808,2891
10/14/2017,3531949745,332169,32222433280,338.85,516561984,15321.5625,398.0496139,146063,18.77391654,0.000545939,2.92E+15,193234,57599755,2887
10/15/2017,3284888576,328921,32292085760,339.53,635406976,15577.03125,386.38893,140176,16.64634576,0.000511875,2.96E+15,188114,55607865,2925
10/16/2017,2607633881,408297,32029241344,336.71,692884992,16172.6875,337.1164751,144929,0,0.0004216,1.92E+15,185896,74203956,4554
10/17/2017,3932353138,505611,31727747072,333.48,509924000,20145,322.8472441,190126,0.064088186,0.00029372,1.43E+15,237513,87192710,6050
10/18/2017,4773993903,470449,30160478208,316.94,606113984,20379.65625,299.3709448,165859,0.031694,0.00031424,1.41E+15,217323,81248958,6221
10/19/2017,3997681050,494184,29937942528,314.54,349830016,20423.53125,283.9296249,157430,0,0.000235944,1.46E+15,209239,80998138,6241
10/20/2017,3614336570,546837,29326307328,308.05,396672992,20477.625,491.6724184,170756,0,0.000252,1.45E+15,224059,95137037,6237
10/21/2017,3262284920,462902,28906563584,303.57,408014016,20143.21875,230.0980114,161303,0,0.00021,1.47E+15,212955,74641698,6229
10/22/2017,2855073961,435493,28624836608,300.55,327387008,20382,196.1348006,187438,0.19872366,0.000168,1.48E+15,235180,68750015,6280
10/23/2017,3918052486,468168,28111425536,295.1,482336000,20472.65625,269.725566,167893,0.283296,0.000315,1.46E+15,236523,80224066,6254
10/24/2017,3814637885,492288,27357478912,287.12,684281024,20529.46875,357.0951441,170723,0.028712,0.000315,1.50E+15,233198,87134104,6248
10/25/2017,3159619909,460419,28441989120,298.44,325040000,20218.21875,290.6658815,154825,0,0.000216489,1.48E+15,205715,88605464,6176
10/26/2017,2988252152,466406,28408424448,298.02,270272992,20195.90625,275.041131,163206,0,0.000189,1.44E+15,211485,88766039,6157
10/27/2017,3150264533,486147,28270110720,296.51,257168992,20473.5,297.4555437,155328,0,0.000192012,1.45E+15,201390,92959000,6229
10/28/2017,3838503881,484554,28410406912,297.92,264424000,20442.75,241.1676281,146684,0,0.0001071,1.47E+15,191371,89339757,6240
10/29/2017,3491019195,494176,28270163968,296.38,551752000,20291.4375,242.5466925,154086,0,0.000123924,1.46E+15,194304,92119020,6194
10/30/2017,3392932111,532626,29077594112,304.78,331441984,20098.59375,295.6101972,166928,0,0.00020674,1.45E+15,215502,99874533,6072
10/31/2017,3642977412,519906,29331517440,307.38,369583008,20634.1875,330.6040312,183765,0,0.00031092,1.46E+15,232520,97917438,6275
11/1/2017,4399357650,527783,29183592448,305.76,553864000,20230.59375,370.4656949,203402,0.030576,0.000371944,1.51E+15,253849,96784912,6142
11/2/2017,4764090418,529277,27754237952,290.73,904900992,20296.78125,373.8648318,221244,1.017555,0.00042,1.44E+15,285683,96435646,6144
11/3/2017,3723895305,485790,27547410432,288.5,646339968,20309.4375,278.6957341,187278,0.000577,0.000275796,1.42E+15,243084,98276411,6208
11/4/2017,2655841445,398758,29175347200,305.48,416479008,20188.3125,212.0775251,151880,0,0.000199901,1.41E+15,178178,75320039,6196
11/5/2017,2457189527,417102,28661499904,300.04,337657984,20590.21875,199.7490406,151376,0,0.000164716,1.44E+15,176832,73321910,6299
11/6/2017,2994174134,511663,28322701312,296.43,579358976,20241.375,268.7983039,175324,0,8.54E-05,1.43E+15,215133,85520807,6199
11/7/2017,2541664037,470418,28533338112,298.57,540766016,20413.40625,315.0444979,176696,0,0.00021,1.41E+15,232593,88610422,6211
11/8/2017,3597724998,480413,28128708608,294.27,967955968,20254.78125,379.9288537,190604,1.084726303,0.000372456,1.45E+15,239483,88676286,6236
11/9/2017,5881488171,467172,29508962304,308.64,893249984,20310.46875,324.9137747,191220,2.3148,0.00042,1.42E+15,240418,86289173,6195
11/10/2017,4537277357,457427,30665191424,320.67,885985984,20526.84375,291.6887389,189376,6.4134,0.000357,1.43E+15,257640,84500680,6300
11/11/2017,3930290631,394378,28559437824,298.59,842300992,20419.78125,232.9537621,160812,1.19436,0.00042,1.44E+15,208065,79370301,6267
11/12/2017,5723133525,434380,30106191872,314.69,1613479936,20211.84375,297.7995624,184565,25.0371219,0.00042,1.49E+15,256111,82639583,6245
11/13/2017,3666918841,443176,29379016704,307.02,1041889984,20421.1875,309.3854351,181734,8.322997658,0.00042,1.46E+15,242538,89907928,6225
11/14/2017,3684207913,475984,30317289472,316.76,1069680000,20048.15625,335.9795272,200517,9.81290804,0.00042,1.45E+15,257804,99374433,6122
11/15/2017,5819834806,540593,32353241088,337.96,722665984,20495.4375,412.6625504,223800,17.10495319,0.00042,1.42E+15,294871,102617919,6237
11/16/2017,5275605885,491482,31927291904,333.44,797254016,20221.40625,353.5070828,203310,3.180584128,0.00042,1.40E+15,257805,94022620,6154
11/17/2017,5237120387,508590,31620308992,330.17,621732992,20365.125,373.4867643,213856,13.78752648,0.0003792,1.40E+15,275191,95398947,6235
11/18/2017,4358502991,459679,31800690688,331.98,649638976,20331.9375,255.6096205,184533,3.3198,0.000315,1.39E+15,239226,90912694,6215
11/19/2017,4565692024,464563,33284902912,347.4,1181529984,20422.78125,282.2871076,190247,7.130355818,0.00042,1.40E+15,248434,91173879,6266
11/20/2017,6269857823,530141,33933447168,354.09,807027008,20408.34375,371.5081441,220194,0.637362,0.00042,1.49E+15,270101,102852461,6176
11/21/2017,6212522575,524044,35220160512,367.44,949912000,20394,363.8857553,218785,18.4393531,0.00042,1.47E+15,296463,99909970,6174
11/22/2017,6188422795,546489,34544005120,360.31,800819008,20502.5625,365.4892339,221516,18.06338292,0.00042,1.46E+15,302261,99737495,6242
11/23/2017,6512207894,537068,36577304576,381.44,1845680000,20347.03125,363.134861,226586,18.92640348,0.00042,1.52E+15,295566,99217879,6190
11/24/2017,5975137449,525529,39564333056,412.5,2292829952,20415.375,312.0030804,218668,20.86242022,0.00042,1.55E+15,299064,94157389,6234
11/25/2017,8013722356,561166,45633404928,475.68,1422080000,20310.5625,289.4549522,217823,2.85408,0.000312852,1.56E+15,283363,100403905,6201
11/26/2017,7472372957,542484,44712116224,465.97,1197779968,20365.3125,355.1085678,221070,3.72776,0.00042,1.55E+15,283830,99314431,6169
11/27/2017,9670008860,608695,45254983680,471.53,1396480000,20271.75,369.1471538,261417,23.65757703,0.00042,1.54E+15,342698,135031106,6086
11/28/2017,11910664284,638989,46127161344,480.52,1346499968,20309.625,423.2037431,279129,24.37920162,0.00042,1.51E+15,373563,115664543,6094
11/29/2017,13470307377,663579,45442129920,473.28,2675940096,20425.03125,444.2834575,300256,36.36587917,0.00042,1.52E+15,405146,113238183,6108
11/30/2017,11405663660,655457,41411944448,431.21,1903040000,20416.125,423.1527423,286669,23.16222151,0.00042,1.54E+15,385734,111082522,6151
12/1/2017,9724160845,622720,42764972032,445.21,1247879936,20476.6875,416.0732981,269458,14.50513688,0.00042,1.55E+15,344808,111410937,6127
12/2/2017,10617703983,627785,44853297152,466.85,943649984,20205.1875,344.5045965,271771,12.90525126,0.000372456,1.57E+15,348961,108672644,6053
12/3/2017,9971702979,693808,44560453632,463.7,990556992,20336.53125,407.152401,294405,10.00076623,0.00042,1.51E+15,376572,116513716,6029
12/4/2017,9815024553,701834,44795654144,466.05,1005550016,20426.34375,804.106265,277303,24.46493356,0.000441,1.53E+15,400788,111950866,5671
12/5/2017,4902828991,693090,45212790784,470.29,1216720000,20636.4375,1183.244509,291424,27.39323575,0.00063153,1.48E+15,387055,110640271,5588
12/6/2017,6853217136,791746,44483092480,462.6,1998259968,20640.84375,1540.650625,382370,108.469192,0.000882,1.47E+15,581573,115886205,5473
12/7/2017,5013369890,659068,41007566848,426.37,2129570048,20908.875,2239.289048,292204,35.51551457,0.001365,1.48E+15,405978,103778567,5798
12/8/2017,4185319820,766411,41845780480,434.99,2336379904,20430.84375,2315.319813,334092,21.53773427,0.001340438,1.55E+15,422832,123142428,5803
12/9/2017,3146758308,707223,44005625856,457.34,2003849984,20566.125,2126.409908,314887,13.71602739,0.00135047,1.55E+15,365569,115627334,5813
12/10/2017,3211757127,716575,45501435904,472.79,1404179968,20392.3125,1918.268035,316656,12.49081927,0.001095318,1.55E+15,386784,120616369,5781
12/11/2017,3028320325,828899,42389250048,440.36,1771440000,20329.5,1531.823684,383466,15.3186795,0.000861,1.58E+15,500053,135411129,5749
12/12/2017,7370495939,872340,50286358528,522.29,5179829760,20569.40625,1559.061195,413363,30.45995802,0.000924,1.56E+15,536123,146344635,5715
12/13/2017,7427377794,909631,62105632768,644.91,4524539904,20608.21875,1445.2853,439381,52.91907031,0.00067221,1.61E+15,590197,148353602,5659
12/14/2017,9045276187,942559,67482947584,700.59,3821580032,20787.65625,1714.108153,464401,79.99363194,0.001010101,1.64E+15,645386,148324824,5694
12/15/2017,7399703217,904346,67090915328,696.38,2758710016,20829.84375,1455.136989,428066,67.40692158,0.001010101,1.72E+15,593704,151843768,5800
12/16/2017,5838201448,899857,66124197888,686.19,2165690112,20382.375,1468.251251,403701,46.20483009,0.00084,1.74E+15,559435,152396300,5775
12/17/2017,5840527688,876574,67106369536,696.24,2147389952,20346.9375,1172.634386,401425,47.57677365,0.000525,1.75E+15,548030,150105301,5781
12/18/2017,6599404223,984021,69578416128,721.73,3249230080,20561.71875,1161.928902,470458,71.70972151,0.000441,1.78E+15,649917,161476250,5781
12/19/2017,9710321937,1092234,76552151040,793.9,4096549888,20631.375,1487.482223,503282,97.15900629,0.0007098,1.74E+15,756844,176320793,5604
12/20/2017,11434147992,986104,79810617344,827.52,3969939968,20631.375,1731.489837,493821,166.001303,0.00084,1.72E+15,731052,153008948,5571
12/21/2017,11321819120,1072665,79125323776,820.24,3569060096,20414.8125,1760.206791,538200,163.3589984,0.00084,1.74E+15,796496,168331460,5570
12/22/2017,12378481626,1103523,79374360576,822.64,4977710080,20571.28125,1640.148074,568083,208.909428,0.00084,1.73E+15,817935,165025222,5652
12/23/2017,6731361014,918881,65752117248,681.32,2480339968,20835.28125,1207.05967,451497,73.88481049,0.00084,1.79E+15,613967,155801866,5947
