date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,medianTxValue(USD),medianFee,averageDifficulty,paymentCount,blockSize,blockCount
12/24/2017,5617122394,758234,69671215104,721.77,2300549888,20504.15625,1024.10605,346299,70.33368964,0.00063,1.82E+15,487585,122725324,5981
12/25/2017,4714484357,752361,67475095552,698.87,2491760128,20446.875,756.7676749,359699,55.77131145,0.000441,1.85E+15,489186,131021075,6032
12/26/2017,7025808224,813510,73717784576,763.37,2201159936,20383.6875,743.0628659,397072,76.337,0.000441,1.87E+15,559236,134421039,5992
12/27/2017,8254971608,912752,74854146048,774.97,2100029952,20533.125,826.1818048,425319,88.840635,0.000441,1.86E+15,608510,147560599,5966
12/28/2017,10263598288,949503,73637076992,762.21,2389149952,20434.125,832.9628957,452867,85.86297937,0.00042,1.92E+15,640016,152910062,5889
12/29/2017,11175228208,1090191,71544307712,740.39,2648969984,20461.21875,1007.437081,544454,157.0003584,0.00042,1.87E+15,796603,170932097,5786
12/30/2017,12636467674,1136659,72856870912,753.82,3187780096,20547.46875,972.7447595,582402,238.8162367,0.00042,1.87E+15,867196,169414692,5773
12/31/2017,6673558038,946981,68850778112,712.21,2554269952,20454.75,871.2215219,440955,82.7872904,0.000441,1.92E+15,651064,147897158,5907
1/1/2018,6455260064,908945,73075769344,755.76,2595760128,20623.96875,768.4409065,453141,75.576,0.000441,1.94E+15,619695,142374716,5926
1/2/2018,11439362620,1153936,74695671808,772.35,5783349760,20561.0625,1053.030166,588283,128.4261803,0.00042,1.92E+15,839685,173404853,5750
1/3/2018,12858852656,1238030,85703540736,886,5093159936,20599.21875,1240.294973,631268,262.6910437,0.000441,1.90E+15,954930,179899549,5540
1/4/2018,20325267106,1349890,93049372672,961.71,6502859776,20963.25,1483.652749,704785,592.5224468,0.00063,1.90E+15,1116328,183694448,5454
1/5/2018,18873133488,1271577,94423851008,975.75,6683149824,20917.5,3180.85648,692926,402.3391353,0.001640625,1.93E+15,1027331,178476756,5341
1/6/2018,15828284009,1226417,96326549504,995.15,4662219776,20948.90625,3641.860338,659530,243.0902836,0.0021,1.90E+15,947886,176860808,5416
1/7/2018,13356911634,1152722,1.01E+11,1043.01,5569880064,21180.1875,2910.38204,599292,208.602,0.001848,1.95E+15,833767,172839037,5528
1/8/2018,18847354018,1215473,1.12E+11,1158.26,8450970112,20603.4375,2944.30486,645894,251.4401585,0.00189036,2.01E+15,901984,175771985,5408
1/9/2018,19368049792,1256240,1.11E+11,1146,7965459968,20735.8125,3091.626897,701525,328.317603,0.001848,2.01E+15,982179,177642105,5377
1/10/2018,23704540594,1177685,1.26E+11,1300.34,9214950400,21081.9375,3696.646402,645542,358.6480757,0.002373,2.01E+15,911536,165948166,5415
1/11/2018,20800940348,1173965,1.23E+11,1268.09,7235899904,21031.40625,3132.478755,650420,316.3630932,0.002079,2.08E+15,903353,169948477,5430
1/12/2018,15052606786,1118757,1.12E+11,1158.29,5222300160,20917.125,2324.709276,593833,178.0374548,0.00126,2.10E+15,807856,166119582,5419
1/13/2018,12593461168,1179321,1.23E+11,1270.47,5746760192,20679.09375,2411.655583,631489,127.1254167,0.001533,2.14E+15,870137,168636663,5394
1/14/2018,35138999309,1081593,1.36E+11,1397.48,4841630208,21025.875,2236.838276,579714,125.7732,0.0013079,2.17E+15,748172,164942509,5625
1/15/2018,16889265174,1206420,1.32E+11,1365.21,4781100032,20413.875,2227.026798,694739,266.21595,0.001092,2.19E+15,894719,172731624,5424
1/16/2018,20336689647,1277936,1.25E+11,1292.63,8405139968,20887.59375,2229.81191,719093,379.9143562,0.001092,2.20E+15,962360,180941870,5522
1/17/2018,17754581396,1277083,1.03E+11,1061.34,8545160192,20843.25,2069.225744,703314,355.6404968,0.001071,2.26E+15,974483,180681911,5572
1/18/2018,14901891211,1205184,98642083840,1016.44,5938319872,20549.0625,2153.066739,669433,233.9720079,0.001197,2.28E+15,889016,176566280,5569
1/19/2018,9865358362,1043257,99863855104,1028.82,4084450048,20638.6875,1866.326524,529465,104.322348,0.001092,2.27E+15,684461,163991686,5685
1/20/2018,8426711246,984489,1.01E+11,1044.95,3975190016,20760.9375,1776.83102,450907,52.41157634,0.00105,2.36E+15,614628,161003466,5873
1/21/2018,8836394182,1006530,1.12E+11,1155.68,3378089984,20274.65625,1323.960385,582462,223.9330222,0.001029,2.37E+15,725991,155696409,5810
1/22/2018,9808926094,972911,1.03E+11,1055.35,3810099968,20564.625,1196.762657,496788,116.0437836,0.00063,2.40E+15,656770,152154974,5883
1/23/2018,9368468388,928494,97554251776,1004.17,3556699904,20488.3125,1439.10428,459296,99.38407342,0.000861,2.40E+15,605579,147917500,5898
1/24/2018,9088700312,913668,95952658432,987.48,3944039936,20575.40625,1292.593055,438353,89.95061968,0.00084,2.46E+15,584430,146436020,5961
1/25/2018,4717238019,788515,1.03E+11,1063.22,4050190080,20337.5625,1058.460298,358124,53.161,0.000750275,2.51E+15,447574,139895349,5910
1/26/2018,11005133146,953429,1.02E+11,1052.7,3617690112,20401.03125,958.7589109,463443,114.1779936,0.00042,2.50E+15,637552,154005909,5910
1/27/2018,6998308421,831992,1.03E+11,1055.75,3002870016,20423.0625,816.4639799,401483,87.24617176,0.00042,2.49E+15,535845,134787950,6004
1/28/2018,8476753142,889104,1.08E+11,1111.78,5372329984,20563.3125,887.8234055,419512,66.7068,0.00042,2.50E+15,562600,145593619,6017
1/29/2018,10513639944,936845,1.21E+11,1246.7,3715079936,20556.75,1275.091189,453837,125.1390531,0.000756,2.59E+15,588638,149592868,5925
1/30/2018,10571638445,906578,1.15E+11,1184.13,4107859968,20304.9375,1062.581045,433203,117.5167923,0.000462,2.60E+15,583201,147989847,5867
1/31/2018,9325694912,877284,1.04E+11,1071.09,3757560064,20533.875,1068.648285,435645,107.109,0.000462,2.63E+15,573019,146496997,5883
2/1/2018,9907996584,1008759,1.09E+11,1119.37,5261680128,20546.625,1550.754475,487375,201.0080778,0.000945,2.67E+15,643858,152120496,5778
2/2/2018,12197614511,981133,1.01E+11,1035.77,6713290240,20638.96875,1202.446582,480520,153.0003814,0.000735,2.71E+15,669377,153579773,5865
2/3/2018,6046709071,814486,89507553280,919.21,3243480064,20321.71875,887.3781805,387178,67.33372037,0.000591875,2.77E+15,513817,134941690,5973
2/4/2018,5285334857,800876,93953425408,964.67,2997090048,20315.4375,844.7711172,391709,55.52920159,0.000460898,2.76E+15,501811,135541047,5960
2/5/2018,6515528274,875761,81337360384,834.96,4269530112,20633.8125,873.2099938,421743,82.66104,0.00042,2.79E+15,575115,145656149,6025
2/6/2018,6654706944,888219,68958748672,707.74,6518269952,20381.625,925.6717158,426816,76.94214519,0.000462,2.79E+15,589617,147759517,5926
2/7/2018,5796905201,818625,77031956480,790.43,3896179968,20433.75,850.5918108,392057,64.39439712,0.000525,2.84E+15,519249,135830781,5913
2/8/2018,2901467774,681344,73676865536,755.84,3708189952,20382.09375,654.7476574,320195,37.028316,0.00042,2.82E+15,393603,120599479,6002
2/9/2018,4406752073,789807,79799255040,818.48,2495820032,20271.75,702.0943083,370461,40.59929261,0.00042,2.88E+15,459922,131158289,5936
2/10/2018,5254646588,848390,86055600128,882.47,2930530048,20690.34375,761.9957778,390967,30.88645,0.00042,2.83E+15,499541,133213686,6022
2/11/2018,3628205641,773496,83813031936,859.29,2486650112,20119.40625,646.1928564,347348,8.596353869,0.00042,2.95E+15,437453,124946154,5955
2/12/2018,3997352044,829020,79754362880,817.51,2243450112,20490.84375,642.8145243,395976,14.28871528,0.00042,2.94E+15,496512,131845880,5945
2/13/2018,5766615512,745822,84824178688,869.29,2081170048,20444.4375,631.4701095,337582,23.53246246,0.00042,2.97E+15,436041,121877447,5965
2/14/2018,4373047297,746384,82400600064,844.28,2818370048,20052.5625,642.0372003,356928,41.88181038,0.00042,2.95E+15,447510,128030588,5860
2/15/2018,5317275341,777318,90173317120,923.73,2900100096,20603.53125,634.5970788,369499,46.17283402,0.00042,2.89E+15,465262,130086778,5966
2/16/2018,4234654813,704758,91272060928,934.79,2369449984,20377.125,601.5821349,312693,32.45658505,0.00042,2.99E+15,398887,123393167,5958
2/17/2018,4089286749,772079,92263997440,944.75,2525720064,20548.5,678.7687933,318129,8.67223815,0.00042,2.97E+15,402884,132134027,6036
2/18/2018,4208133587,756092,95077122048,973.35,2567290112,20346.09375,766.1450479,314608,17.76659113,0.000525,3.00E+15,383996,124078625,5984
2/19/2018,3662082292,811384,90047660032,921.67,2169019904,20427.375,656.1792604,356302,7.37336,0.00042,2.98E+15,426194,128643390,5898
2/20/2018,4468168950,886897,92206530560,943.57,2545260032,20407.3125,745.4169636,378453,1.88714,0.00042,2.93E+15,456572,141939245,5814
2/21/2018,4148143566,850504,87394197504,894.14,2531729920,20670.5625,741.308288,351754,7.15312,0.00034442,2.91E+15,445897,136325370,5849
2/22/2018,5006063254,761893,83025805312,849.26,2150370048,20403.09375,614.7200116,329591,7.133784,0.000294848,2.98E+15,410194,127720441,5873
2/23/2018,3063891670,733084,79358885888,811.59,2334820096,20661,626.4113855,315849,6.49272,0.000378,2.97E+15,381349,123216687,5926
2/24/2018,2993609687,732861,84266672128,861.59,1926579968,20482.125,626.7903093,282272,0,0.0004216,2.97E+15,335031,124399611,5850
2/25/2018,1707375352,690582,82119106560,839.46,1646960000,20219.15625,548.9540743,282267,0.335784,0.000357,3.10E+15,325527,120477839,5858
2/26/2018,2234293010,737453,82705440768,845.28,2044480000,20335.3125,546.3120018,350653,8.4528,0.000298008,3.03E+15,415816,125645100,5803
2/27/2018,1509020536,694583,85177769984,870.36,2053980032,20412.75,564.3951211,334754,8.7036,0.000298208,2.98E+15,377386,122951421,5865
2/28/2018,1607409224,720368,85936373760,877.93,1963980032,20569.125,749.0887785,358558,18.15850713,0.00042,3.05E+15,395114,127356866,5898
3/1/2018,1619050224,684404,83808206848,856.01,1868519936,20387.15625,571.2593982,328358,9.41611,0.000361648,3.10E+15,364335,121478329,5879
3/2/2018,1558003035,744666,85368119296,871.76,1894419968,20674.96875,734.40968,336319,0.87176,0.00042,3.08E+15,374899,133019741,5899
3/3/2018,991638265,673465,83911745536,856.71,1699369984,20435.8125,508.9603763,294133,0.1199394,0.000294445,3.19E+15,324440,125958010,5949
3/4/2018,1032657892,643241,83877822464,856.19,1697939968,20220.28125,553.9217985,273682,0.513714,0.00042,3.14E+15,305639,122289113,5881
3/5/2018,1538412414,752756,84939661312,866.85,1898489984,20317.5,633.9678971,342784,6.506365889,0.00042,3.14E+15,383421,132798933,5885
3/6/2018,1829452764,712591,83680387072,853.82,1943069952,20446.03125,516.0939389,345761,11.61509524,0.000416072,3.12E+15,390753,127357623,5890
3/7/2018,1810711501,783757,80017293312,816.27,2175419904,20616.9375,610.1233862,448019,42.70603832,0.00042,3.19E+15,495244,135006810,5915
3/8/2018,1444867248,690139,73788366848,752.57,1891640064,20299.59375,540.6335665,329912,6.756633224,0.000338852,3.24E+15,372695,125776936,5856
3/9/2018,1447509308,650058,68863623168,702.2,2233019904,20375.0625,500.781517,317340,13.93757106,0.000275568,3.16E+15,368972,120165929,5898
3/10/2018,902424857.8,591377,71620730880,730.16,1532960000,20461.03125,397.4806353,296474,5.84128,0.00021,3.17E+15,326397,111152453,5893
3/11/2018,818600551.2,608899,67235676160,685.31,1562680064,20532.5625,361.5728108,270698,0,0.000205156,3.15E+15,289119,110873441,5957
3/12/2018,1190265474,677908,71086022656,724.41,1764999936,20360.4375,513.4220003,312268,3.259845,0.000205156,3.19E+15,351307,126169908,5823
3/13/2018,2033280655,699093,68524040192,698.15,1425959936,20381.625,391.7314989,319562,0.27926,0.000160215,3.18E+15,351567,122847532,5865
3/14/2018,1513180927,671198,67857620992,691.22,1810560000,20410.03125,421.5886443,342300,6.9122,0.000153276,3.14E+15,376207,117479788,5843
3/15/2018,1303558160,654531,60371841024,614.84,1770460032,20495.8125,393.5765835,319298,5.53356,0.00017872,3.16E+15,361901,117949215,5881
3/16/2018,1015775677,654584,60083740672,611.78,1417350016,20533.40625,420.4053323,300745,0.30589,0.00018364,3.27E+15,339130,115412206,5918
3/17/2018,812077705.9,593203,59104202752,601.68,1267810048,20413.875,312.2690602,272698,0.30084,0.000159873,3.26E+15,300811,101753320,5856
3/18/2018,1847949219,684094,54200090624,551.64,2685499904,20333.0625,363.7877793,309523,0.27582,0.00020541,3.27E+15,350462,119830040,5933
3/19/2018,1416197609,703891,53718638592,546.63,2046790016,20309.90625,377.0538903,347728,3.27978,0.000151635,3.29E+15,380297,123046506,5961
3/20/2018,1194415159,661791,54722097152,556.72,1833680000,20410.3125,379.9188371,310436,0.27836,0.000167646,3.28E+15,327021,119579957,5959
3/21/2018,1104925969,697872,54967263232,559.1,1781270016,20292.28125,442.7263801,322852,0.5591,0.00015687,3.26E+15,357790,122419875,5934
3/22/2018,974342257.7,619453,55273844736,562.1,1523459968,20487.28125,426.3799873,305756,5.621,0.000147424,3.23E+15,348815,107546487,6014
3/23/2018,1232922982,677103,53098102784,539.86,1596349952,20233.6875,450.0961312,362117,5.40600075,0.000168,3.28E+15,398244,112479525,5968
3/24/2018,710999090.7,613203,53375389696,542.57,1300009984,20524.6875,380.8766583,323998,13.29207076,0.000122212,3.22E+15,365199,100557291,6058
3/25/2018,561678208.2,526372,51431555072,522.7,1151170048,20330.0625,333.9653283,240238,2.6135,0.000132155,3.26E+15,274711,90253941,6024
3/26/2018,1155560054,626615,51598032896,524.29,1638880000,20432.53125,434.5891108,299393,5.2429,0.000168032,3.33E+15,335090,107117749,6004
3/27/2018,1694689291,584055,48193265664,489.59,1617939968,20267.90625,360.7338911,277446,4.079900347,0.000148236,3.27E+15,317239,102051433,5923
3/28/2018,1306815699,579858,44333998080,450.29,1514179968,20353.3125,367.4733527,264747,3.60232,0.000159873,3.26E+15,311595,102817552,5949
3/29/2018,1407427681,583673,44124962816,448.08,1970230016,20402.0625,388.4186038,286066,10.84650811,0.000149547,3.18E+15,337510,102719610,5867
3/30/2018,1070465771,633616,38010560512,385.9,1878130048,20493.375,353.2929658,304058,3.870446435,0.000107882,3.21E+15,374062,109596932,5938
3/31/2018,671702307.7,584396,38914854912,395,1323920000,20460.84375,281.1633205,259652,0.347521,0.000105,3.19E+15,303587,102998360,6050
4/1/2018,551038416.8,545141,39144660992,397.25,1256930048,20205,250.9865218,242923,0.39725,0.00010567,3.24E+15,273921,95615196,6016
4/2/2018,595542180.7,598505,37422485504,379.7,1102259968,20465.25,308.5365355,273668,0.3797,0.000106126,3.20E+15,305893,102811134,6094
4/3/2018,722026027.1,645977,38180753408,387.31,1363399936,20389.59375,332.1683321,297312,0.38731,0.000106126,3.13E+15,329219,114437496,5999
4/4/2018,826020708.4,628441,41065078784,416.48,1287730048,20299.6875,283.2512147,278603,0.041648,0.000105,3.18E+15,307412,112072095,6001
4/5/2018,550058793.6,695871,37470154752,379.95,1210680064,20599.40625,488.359097,323317,0.030396,0.000110775,3.15E+15,335943,118066688,6056
4/6/2018,579329722.3,647981,37752598528,382.73,967105984,20433,352.3550266,297369,0.0306184,8.48E-05,3.26E+15,325818,107519299,6051
4/7/2018,358187429.2,535865,36541886464,370.38,951475008,20253,242.7050239,257954,0.074076,0.000083823,3.24E+15,273122,95762080,6049
4/8/2018,513581318,595733,38065418240,385.74,948488000,20358.09375,282.4335052,277444,0.0308592,0.000084,3.19E+15,286655,104396062,6058
4/9/2018,909684192.9,609799,39565053952,400.86,1478390016,20296.875,307.4383903,300918,0.20043,0.0000861,3.09E+15,321372,111688105,5995
4/10/2018,566464268.5,571388,39430418432,399.41,1196000000,20532.46875,292.8202088,274868,0.52043123,0.000088413,3.14E+15,299258,106774273,6073
4/11/2018,740039461.1,609102,40980213760,415.02,1439040000,20239.03125,326.0219873,283630,0.0311265,0.000105,3.15E+15,302128,110272728,5962
4/12/2018,1094180677,692606,42483642368,430.16,2519360000,20198.71875,378.8765898,320575,0.0903336,0.000105,3.13E+15,355879,125300030,5898
4/13/2018,1258547352,730344,48715440128,493.16,2419249920,20633.15625,442.2725197,325285,0.21748356,0.000108301,3.09E+15,379507,125187793,5923
4/14/2018,531469925.4,611188,48668385280,492.58,1519079936,20386.40625,317.0222999,275452,0,0.000091522,3.13E+15,293220,107381896,5917
4/15/2018,651666454.7,619985,49696276480,502.88,1726089984,20396.8125,293.3000305,281541,0.037716,0.000098809,3.14E+15,299227,110894790,5939
4/16/2018,847096658.8,664402,52592173056,532.07,1758979968,20585.34375,333.9707749,299240,0.266035,0.000110046,3.11E+15,332374,123193608,5932
4/17/2018,851847649.9,742823,50533986304,511.14,1760359936,20386.125,359.8391656,319360,0.0204456,0.000086002,3.13E+15,355571,130120574,5835
4/18/2018,1002103701,703293,49769598976,503.31,1762940032,20251.5,421.5814719,304727,0.04227804,0.000125814,3.08E+15,347882,130238732,5795
4/19/2018,1055913430,814318,51829911552,524.04,2256869888,20658.65625,445.0729747,337827,0,0.000108423,3.10E+15,366523,146447319,5810
4/20/2018,1432941570,832220,56188690432,567.99,2849469952,20352.75,445.0125547,354451,0,0.000144564,3.07E+15,413282,150796219,5715
4/21/2018,1169051840,746104,60951126016,616,2612460032,20539.59375,347.8103127,363412,0.0616,0.000104878,3.17E+15,397008,127495796,5883
4/22/2018,860249211,748858,59985526784,606.12,2426269952,20450.625,357.6569734,377402,0.090918,0.0001092,3.15E+15,389878,136180859,5902
4/23/2018,2535729744,802870,61490569216,621.2,2386830080,20478.75,390.6635178,400339,0.323024,0.00011143,3.18E+15,433507,140015382,5776
4/24/2018,2064195973,816357,63701196800,643.4,3581860096,20370.75,478.5096368,398805,0.135114,0.000153991,3.13E+15,431031,146428617,5720
4/25/2018,2004503771,799014,70018859008,707.06,4216140032,20586.375,455.2798465,354254,0.0636354,0.000182085,3.13E+15,387467,146294657,5818
4/26/2018,1402831377,793873,61219713024,618.08,2984009984,20802.65625,463.462969,348775,0,0.000183555,3.21E+15,388070,144945254,5867
4/27/2018,1565468788,764479,65594621952,662.11,2598129920,20369.90625,486.7802802,333755,0,0.000209928,3.15E+15,375312,137822618,5714
4/28/2018,1256323798,775321,63877652480,644.65,2496659968,20268,518.9793615,336484,0,0.000209928,3.13E+15,370184,140281616,5713
4/29/2018,1262516804,756651,67782361088,683.91,2740559872,20730.75,546.6994679,311136,0,0.000257103,3.19E+15,354512,143806146,5833
4/30/2018,1510130949,778133,68376399872,689.76,2853100032,20547.84375,566.5703318,351506,0.550377162,0.000261755,3.20E+15,403012,148201676,5724
5/1/2018,1403159282,713839,66477199360,670.46,2678960128,20449.21875,444.8190941,318285,0.274352232,0.00020794,3.11E+15,385470,138403564,5622
5/2/2018,1936352898,787722,66849062912,674.08,2822269952,20866.03125,476.3513384,354322,0.53387136,0.000207232,3.11E+15,415058,146376738,5712
5/3/2018,2115694946,839586,68104626176,686.59,4210939904,20616.09375,569.7496083,386468,0.80193712,0.000210712,3.16E+15,455092,149623503,5681
5/4/2018,2199810279,1000526,77066190848,776.78,3533410048,20592.5625,545.7123579,638526,94.43222298,0.000168,3.20E+15,696200,156377573,5632
5/5/2018,1511353340,789261,77856997376,784.58,3035040000,20715.28125,428.6602544,389456,0.92501982,0.00018248,3.24E+15,424784,138377788,5741
5/6/2018,1367154077,691273,81000235008,816.09,3105570048,20624.34375,383.3744288,367165,2.295244964,0.000147,3.27E+15,383201,129020462,5763
5/7/2018,3258956914,789863,78758748160,793.34,4316120064,20720.8125,443.7282341,396944,0.141508056,0.000145198,3.33E+15,390599,134721240,5835
5/8/2018,1800244823,820098,74969153536,755.01,2920489984,20376.1875,496.3102784,395700,0.075501,0.000177416,3.34E+15,403967,136808576,5734
5/9/2018,2024033217,831127,74775298048,752.9,2877870080,20529.375,522.4814705,383315,0.07529,0.000252,3.27E+15,410737,140440996,5730
5/10/2018,1803153293,854827,74758676480,752.58,2748950016,20462.90625,737.346626,384351,0,0.000385211,3.28E+15,405899,152021290,5683
5/11/2018,1759480353,826099,72233836544,727.01,3290080000,20663.90625,721.7511623,381228,0.3053442,0.00036688,3.29E+15,420336,144454990,5751
5/12/2018,1216852953,788487,67564580864,679.88,2668480000,20610.9375,498.4794577,372003,0,0.000227913,3.37E+15,373812,136668318,5754
5/13/2018,936611346.7,762439,68304031744,687.17,2362500096,20442.5625,522.0638708,350873,0.0549736,0.000312084,3.40E+15,372782,135474754,5760
5/14/2018,2025383384,801788,72847450112,732.73,3005110016,20394.46875,667.4935225,389529,2.19819,0.0004154,3.32E+15,427636,146202108,5638
5/15/2018,1587210496,779210,72704294912,731.14,2523069952,20565.375,673.4983669,394958,0.3801928,0.000436289,3.26E+15,391880,142106913,5732
5/16/2018,1332236701,807257,70426165248,708.09,2476130048,20434.96875,718.1260497,404850,0.271134742,0.00042,3.29E+15,389584,139676937,5645
5/17/2018,1425719227,835761,70503424000,708.72,2350619904,20649.65625,790.2105624,405108,0.425232,0.000452424,3.28E+15,396943,140366383,5704
5/18/2018,1258905152,831831,66874667008,672.1,2305740032,20695.59375,747.6604025,407181,0.591462786,0.000450926,3.24E+15,414328,138888487,5636
5/19/2018,923069785,846288,69174624256,695.07,2021549952,20709.375,663.3039379,419000,0,0.00037329,3.25E+15,399569,137044728,5603
5/20/2018,968360539.3,777283,69472772096,697.92,2156910080,20657.8125,604.6158069,376987,0,0.000394078,3.31E+15,356532,134050623,5642
5/21/2018,1314715877,802211,71405764608,717.19,2005170048,20708.90625,683.1888249,389890,0.3872826,0.000418584,3.34E+15,396506,145475141,5687
5/22/2018,1836465051,822409,69726265344,700.18,2230469888,20527.6875,769.998111,417018,0,0.000483,3.32E+15,397321,141851150,5601
5/23/2018,1934135668,833377,64410955776,646.67,2995429888,20889.1875,780.8703267,401870,0.388002,0.000449313,3.25E+15,433131,146831736,5655
5/24/2018,1715188943,811167,58234437632,584.54,2791099904,20350.40625,718.8213981,410528,0.350724,0.000462,3.22E+15,404082,141675376,5563
5/25/2018,1198626526,800838,60000411648,602.14,2110919936,20646.46875,688.2782333,386639,0.005347003,0.00042,3.20E+15,390873,140479317,5635
5/26/2018,853640867,761932,58546393088,587.43,1694300032,20713.03125,596.3848044,370233,0,0.000372329,3.25E+15,337567,131838044,5719
5/27/2018,1497359535,776024,58667597824,588.52,1788790016,20422.6875,546.7187057,393678,0,0.000335304,3.22E+15,355359,132382504,5634
5/28/2018,1760411346,861002,57136672768,573.04,2356900096,20672.53125,862.6594072,438415,0.57304,0.000484029,3.23E+15,451843,144962259,5704
5/29/2018,1518486288,812183,51474354176,516.15,2330820096,20649.375,825.6802638,401387,0,0.000539224,3.22E+15,387456,143102184,5649
5/30/2018,1372810658,817167,56540450816,566.83,2053970048,20679.65625,867.2843499,404788,0.453464,0.00055092,3.18E+15,401885,143075140,5609
5/31/2018,1442732292,832842,55720755200,558.5,1985040000,20744.0625,1073.93136,410575,0.732367752,0.000644393,3.25E+15,406013,154932441,5647
6/1/2018,1852143247,758242,57745653760,578.67,1945890048,20559.65625,875.7634616,365993,0.231468,0.000588,3.15E+15,388236,141328739,5624
6/2/2018,832130199.8,768017,57932898304,580.43,1880390016,20712,602.9513988,394145,0,0.00040502,3.19E+15,359104,138640228,5632
6/3/2018,736758059.8,809997,59026063360,591.26,1832550016,20484.65625,590.8946015,408189,0,0.000404381,3.20E+15,346405,140906916,5619
6/4/2018,1369044540,807165,61851828224,619.44,1903430016,20805.1875,738.6209742,388905,0.0743328,0.00047939,3.16E+15,391035,149892618,5672
6/5/2018,1383328466,780654,59264888832,593.41,1844269952,20343.84375,634.6733058,374314,0.000059341,0.000441024,3.23E+15,380507,144514502,5591
6/6/2018,1565794075,754070,60960747520,610.26,1756530048,20625.84375,809.1185128,368496,0.185980946,0.000463914,3.16E+15,357316,137310031,5633
6/7/2018,1429750960,775828,60716105728,607.69,1880140032,20803.5,631.6295473,395148,0,0.00042,3.16E+15,369454,137499719,5639
6/8/2018,1548935467,720017,60504510464,605.44,1637779968,20691.5625,547.8908297,357935,0,0.00037884,3.20E+15,343334,139209862,5679
6/9/2018,779506989.4,769427,60063412224,600.91,1519309952,20815.78125,439.1600615,382919,0,0.000266455,3.30E+15,326243,135556734,5610
6/10/2018,1242710083,771280,59420127232,594.34,2234880000,20455.6875,439.1247735,388784,0,0.000236282,3.25E+15,355389,138541069,5641
6/11/2018,1262420682,768985,52483739648,524.86,1982119936,20814.65625,473.3576376,384747,0.047903972,0.000252,3.24E+15,388101,138427840,5657
6/12/2018,1793161123,770199,53280096256,532.71,1932760064,20591.25,466.8333736,337753,0,0.000275814,3.33E+15,353392,135316991,5714
6/13/2018,2167900526,797637,49820487680,498.02,2080130048,20531.15625,486.7650944,358451,0,0.00032214,3.27E+15,383173,146377790,5752
6/14/2018,2176497313,765916,47865864192,478.38,2458650112,20492.8125,523.1928112,362151,0.13059774,0.00036785,3.28E+15,394425,139216504,5765
6/15/2018,2088820188,763803,52088942592,520.48,1808269952,20527.3125,601.6083195,378227,0.071679465,0.00042,3.26E+15,376316,130759425,5782
6/16/2018,814015709,639775,49090068480,490.41,1314109952,20577.375,575.5698808,299072,0,0.00021,3.29E+15,290600,154717806,5871
6/17/2018,635718693.3,648548,50005819392,499.46,1264870016,20422.40625,310.6739134,316566,0,0.000137424,3.30E+15,312415,118108440,5915
6/18/2018,886849328.3,695753,50008236032,499.38,1513869952,20617.875,331.4533702,329955,0,0.000188635,3.40E+15,337255,131428356,5954
6/19/2018,1054793125,778765,51985747968,519.02,1726569984,20475.9375,465.7939264,364511,0,0.000273,3.44E+15,357000,145050212,5802
6/20/2018,1224217731,803076,53948207104,538.51,1596290048,20589.5625,437.7374078,375822,0,0.00021,3.38E+15,364275,148993739,5823
6/21/2018,1074653620,752035,53752930304,536.45,1462070016,20457.75,416.0302689,369141,0.000053645,0.000206168,3.46E+15,364223,138145529,5872
6/22/2018,1404927115,770457,52836593664,527.19,2226030080,20648.25,882.1732267,374567,0.0632628,0.000184052,3.43E+15,390948,142592486,5820
6/23/2018,645823483.6,675918,46740672512,466.27,1651379968,20649.1875,347.1432827,330058,0.000046627,0.000103238,3.39E+15,331179,121940172,5922
6/24/2018,1043127144,671994,47601897472,474.77,2490579968,20356.78125,514.9629244,341624,0.0522247,0.0001218,3.45E+15,348639,123314242,5881
6/25/2018,1254152283,837265,45723099136,455.94,4007950080,20535.75,527.3968611,479603,0.022797,0.000273,3.40E+15,397502,142918020,5665
6/26/2018,1048187365,732170,46213595136,460.73,1356560000,20640.5625,388.5284561,366153,0.014718941,0.000183915,3.36E+15,366710,137149795,5748
6/27/2018,948883411,771938,43364880384,432.24,1368940032,20586.09375,388.4721177,375753,0,0.000183467,3.49E+15,354168,143719298,5847
6/28/2018,862668871.2,744784,44381904896,442.29,1360790016,20384.4375,370.1612634,387760,0.044229,0.000151416,3.41E+15,378819,137859501,5762
6/29/2018,1015423181,735092,42413408256,422.59,1564499968,20375.4375,392.3022174,367633,0.0887439,0.000168,3.38E+15,371198,133831720,5764
6/30/2018,582023220.7,632981,43789488128,436.21,1475939968,20640.09375,1998.55679,249733,0,0.0007556,3.47E+15,272059,129637689,5870
7/1/2018,491966488.4,622633,45709529088,455.24,1511730048,20427.28125,3237.253063,194679,0,0.001986412,3.36E+15,229056,131329959,5837
7/2/2018,759755639,489559,45576421376,453.82,1625789952,20666.8125,5862.526226,233289,18.53623465,0.00226656,3.39E+15,274435,116357723,5929
7/3/2018,945751786.1,573532,47751659520,475.39,1683939968,20492.34375,4020.762462,229396,0,0.002604,3.46E+15,281253,128070565,5809
7/4/2018,768398827.9,447112,46632648704,464.15,1549769984,20472.09375,2942.86512,227124,19.25804765,0.00154938,3.44E+15,264972,110408253,5837
